name,source,rarity,type,official_price_gp,rule_price,official_anchor_ratio,ml_price,pre_anchor_final_price,anchored_final_price,official_anchor_tier,official_anchor_delta
Blunderbuss,GrimHollowPG24,mundane,R|XPHB,750.0,750.0,1.0,40.813686,750.0,750.0,near_agreement_official_heavy,0.0
Blunderbuss,HelianasGuidetoMonsterHunting,mundane,MF,150.0,150.0,1.0,40.813686,150.0,150.0,near_agreement_official_heavy,0.0
Blunderbuss,ValdaGunslinger,mundane,R|XPHB,750.0,750.0,1.0,40.813686,750.0,750.0,near_agreement_official_heavy,0.0
"Blunderbuss, Hand",GrimHollowPG24,mundane,R|XPHB,500.0,500.0,1.0,40.813686,500.0,500.0,near_agreement_official_heavy,0.0
Boarding Axe,HumblewoodTales,mundane,M,8.0,8.0,1.0,53.791744,8.0,8.0,near_agreement_official_heavy,0.0
"Bolt, Acid",GrimHollowPG24,mundane,A|XPHB,75.0,75.0,1.0,13.492198,75.0,75.0,near_agreement_official_heavy,0.0
"Bolt, Alchemist's Fire",GrimHollowPG24,mundane,A|XPHB,75.0,75.0,1.0,13.492198,75.0,75.0,near_agreement_official_heavy,0.0
"Bolt, Armor-Piercing",GrimHollowPG24,mundane,A|XPHB,20.0,20.0,1.0,13.492198,20.0,20.0,near_agreement_official_heavy,0.0
"Bolt, Blessed",GrimHollowPG24,mundane,A|XPHB,20.0,20.0,1.0,13.492198,20.0,20.0,near_agreement_official_heavy,0.0
"Bolt, Brutal",GrimHollowPG24,mundane,A|XPHB,20.0,20.0,1.0,13.492198,20.0,20.0,near_agreement_official_heavy,0.0
"Bolt, Desecrated",GrimHollowPG24,mundane,A|XPHB,20.0,20.0,1.0,13.492198,20.0,20.0,near_agreement_official_heavy,0.0
"Bolt, Holy Water",GrimHollowPG24,mundane,A|XPHB,75.0,75.0,1.0,13.492198,75.0,75.0,near_agreement_official_heavy,0.0
"Bolt, Incendiary",GrimHollowPG24,mundane,A|XPHB,20.0,20.0,1.0,14.96776,20.0,20.0,near_agreement_official_heavy,0.0
"Bolt, War Oil",GrimHollowPG24,mundane,A|XPHB,75.0,75.0,1.0,25.783205,75.0,75.0,near_agreement_official_heavy,0.0
Bolts (20),XPHB,mundane,A|XPHB,1.0,1.0,1.0,13.492198,1.0,1.0,near_agreement_official_heavy,0.0
Bomb,XDMG,mundane,EXP|XDMG,100.0,100.0,1.0,40.813686,100.0,100.0,near_agreement_official_heavy,0.0
Book,XPHB,mundane,G|XPHB,25.0,25.0,1.0,40.813686,25.0,25.0,near_agreement_official_heavy,0.0
Boomerang,ObojimaTallGrass,mundane,M,2.0,2.0,1.0,53.791744,2.0,2.0,near_agreement_official_heavy,0.0
Bottle stopper cork embossed with gold leaf and set with amethysts,XDMG,mundane,$A|XDMG,750.0,750.0,1.0,40.813686,750.0,750.0,exact_commodity_official_price,0.0
Box of turquoise animal figurines,XDMG,mundane,$A|XDMG,250.0,250.0,1.0,40.813686,250.0,250.0,exact_commodity_official_price,0.0
Brass Knuckles,Pugilist2024,mundane,M|XPHB,1.0,1.0,1.0,53.791744,1.0,1.0,near_agreement_official_heavy,0.0
Brass mug with jade inlay,XDMG,mundane,$A|XDMG,250.0,250.0,1.0,40.813686,250.0,250.0,exact_commodity_official_price,0.0
Bread (loaf),XPHB,mundane,FD|XPHB,0.02,0.02,1.0,40.813686,0.02,0.02,near_agreement_official_heavy,0.0
Breastplate,XPHB,mundane,MA|XPHB,400.0,400.0,1.0,55.94917,400.0,400.0,near_agreement_official_heavy,0.0
Breastplate Barding,PHB,mundane,TAH,1600.0,1600.0,1.0,40.813686,1600.0,1600.0,near_agreement_official_heavy,0.0
Breath of Beleth,GrimHollowPG24,mundane,AdvEq,150.0,150.0,1.0,40.813686,150.0,150.0,near_agreement_official_heavy,0.0
Breath of the Wind-Touched Jerbeen Figurine,HumblewoodTales,mundane,$A|DMG,5.0,5.0,1.0,40.813686,5.0,5.0,exact_commodity_official_price,0.0
Brewer's Supplies,XPHB,mundane,AT|XPHB,20.0,20.0,1.0,40.813686,20.0,20.0,near_agreement_official_heavy,0.0
Bright Fungal Cloak,FRHoF,mundane,G|XPHB,25.0,25.0,1.0,40.813686,25.0,25.0,near_agreement_official_heavy,0.0
Bronze crown,XDMG,mundane,$A|XDMG,250.0,250.0,1.0,40.813686,250.0,250.0,exact_commodity_official_price,0.0
Buckler,GrimHollowPG24,mundane,AdvEq,20.0,20.0,1.0,40.813686,20.0,20.0,near_agreement_official_heavy,0.0
Bullet,ValdaGunslinger,mundane,A|XPHB,0.3,0.3,1.0,13.492198,0.3,0.3,near_agreement_official_heavy,0.0
Bullseye Lantern,XPHB,mundane,G|XPHB,10.0,10.0,1.0,40.813686,10.0,10.0,near_agreement_official_heavy,0.0
Bundle of sheet music representing the lost dirges of a famous composer,XDMG,mundane,$A|XDMG,750.0,750.0,1.0,40.813686,750.0,750.0,exact_commodity_official_price,0.0
Burglar's Pack,XPHB,mundane,G|XPHB,16.0,16.0,1.0,40.813686,16.0,16.0,near_agreement_official_heavy,0.0
Burnt Othur Fumes,XDMG,mundane,G|XPHB,500.0,500.0,1.0,40.813686,500.0,500.0,near_agreement_official_heavy,0.0
Butterfly Staff,ObojimaTallGrass,mundane,M,0.04,0.04,1.0,53.791744,0.04,0.04,near_agreement_official_heavy,0.0
Byeshk Battleaxe,ExploringEberron24,common,M|XPHB,410.0,410.0,1.0,576.02954,410.0,410.0,near_agreement_official_heavy,0.0
Byeshk Brass Knuckles,ExploringEberron24,common,M|XPHB,401.0,401.0,1.0,576.02954,401.0,401.0,near_agreement_official_heavy,0.0
Byeshk Catchpole,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Cavalry Flail,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,527.5429,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Cavalry Hammer,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Cavalry Pick,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Chakram,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Claymore,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Club,ExploringEberron24,common,M|XPHB,400.1,400.1,1.0,576.02954,400.1,400.1,near_agreement_official_heavy,0.0
Byeshk Dagger,ExploringEberron24,common,M|XPHB,402.0,402.0,1.0,576.02954,402.0,402.0,near_agreement_official_heavy,0.0
Byeshk Double Blade,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Double Spear,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Elite Rapier,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,527.5429,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Fighting Chain,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
"Byeshk Fighting Chain, Brutal",ExploringEberron24,common,M|XPHB,1150.0,1150.0,1.0,576.02954,1150.0,1150.0,near_agreement_official_heavy,0.0
"Byeshk Fighting Chain, Hook",ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
"Byeshk Fighting Chain, Sickle",ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Flail,ExploringEberron24,common,M|XPHB,410.0,410.0,1.0,576.02954,410.0,410.0,near_agreement_official_heavy,0.0
Byeshk Gladiator Net,ExploringEberron24,common,M|XPHB,750.0,750.0,1.0,576.02954,750.0,750.0,near_agreement_official_heavy,0.0
Byeshk Glaive,ExploringEberron24,common,M|XPHB,420.0,420.0,1.0,576.02954,420.0,420.0,near_agreement_official_heavy,0.0
Byeshk Greataxe,ExploringEberron24,common,M|XPHB,430.0,430.0,1.0,576.02954,430.0,430.0,near_agreement_official_heavy,0.0
Byeshk Greatsword,ExploringEberron24,common,M|XPHB,450.0,450.0,1.0,576.02954,450.0,450.0,near_agreement_official_heavy,0.0
Byeshk Guardian Poleaxe,ExploringEberron24,common,M|XPHB,1150.0,1150.0,1.0,576.02954,1150.0,1150.0,near_agreement_official_heavy,0.0
Byeshk Halberd,ExploringEberron24,common,M|XPHB,420.0,420.0,1.0,576.02954,420.0,420.0,near_agreement_official_heavy,0.0
Byeshk Handaxe,ExploringEberron24,common,M|XPHB,405.0,405.0,1.0,576.02954,405.0,405.0,near_agreement_official_heavy,0.0
Byeshk Knightly Lance,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Knightly Sword,ExploringEberron24,common,M|XPHB,1150.0,1150.0,1.0,576.02954,1150.0,1150.0,near_agreement_official_heavy,0.0
Byeshk Lance,ExploringEberron24,common,M|XPHB,410.0,410.0,1.0,576.02954,410.0,410.0,near_agreement_official_heavy,0.0
Byeshk Light Hammer,ExploringEberron24,common,M|XPHB,402.0,402.0,1.0,576.02954,402.0,402.0,near_agreement_official_heavy,0.0
Byeshk Longsword,ExploringEberron24,common,M|XPHB,415.0,415.0,1.0,576.02954,415.0,415.0,near_agreement_official_heavy,0.0
Byeshk Mace,ExploringEberron24,common,M|XPHB,405.0,405.0,1.0,576.02954,405.0,405.0,near_agreement_official_heavy,0.0
Byeshk Maul,ExploringEberron24,common,M|XPHB,410.0,410.0,1.0,576.02954,410.0,410.0,near_agreement_official_heavy,0.0
Byeshk Military Fork,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Morningstar,ExploringEberron24,common,M|XPHB,415.0,415.0,1.0,576.02954,415.0,415.0,near_agreement_official_heavy,0.0
Byeshk Parrying Dagger,ExploringEberron24,common,M|XPHB,750.0,750.0,1.0,576.02954,750.0,750.0,near_agreement_official_heavy,0.0
Byeshk Pike,ExploringEberron24,common,M|XPHB,405.0,405.0,1.0,576.02954,405.0,405.0,near_agreement_official_heavy,0.0
Byeshk Polearm,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Punch Knife,ExploringEberron24,common,M|XPHB,402.0,402.0,1.0,576.02954,402.0,402.0,near_agreement_official_heavy,0.0
Byeshk Punching Dagger,ExploringEberron24,common,M|XPHB,700.0,700.0,1.0,576.02954,700.0,700.0,near_agreement_official_heavy,0.0
Byeshk Rapier,ExploringEberron24,common,M|XPHB,425.0,425.0,1.0,576.02954,425.0,425.0,near_agreement_official_heavy,0.0
Byeshk Returning Club,ExploringEberron24,common,M|XPHB,700.0,700.0,1.0,576.02954,700.0,700.0,near_agreement_official_heavy,0.0
Byeshk Sabre,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,527.5429,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Scimitar,ExploringEberron24,common,M|XPHB,425.0,425.0,1.0,576.02954,425.0,425.0,near_agreement_official_heavy,0.0
Byeshk Sheathed Staff,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,576.02954,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Shortsword,ExploringEberron24,common,M|XPHB,410.0,410.0,1.0,576.02954,410.0,410.0,near_agreement_official_heavy,0.0
Byeshk Sickle,ExploringEberron24,common,M|XPHB,401.0,401.0,1.0,576.02954,401.0,401.0,near_agreement_official_heavy,0.0
Byeshk Side-handle Baton,ExploringEberron24,common,M|XPHB,900.0,900.0,1.0,527.5429,900.0,900.0,near_agreement_official_heavy,0.0
Byeshk Spear,ExploringEberron24,common,M|XPHB,401.0,401.0,1.0,576.02954,401.0,401.0,near_agreement_official_heavy,0.0
Byeshk Steel Jaws,ExploringEberron24,common,M|XPHB,410.0,410.0,1.0,576.02954,410.0,410.0,near_agreement_official_heavy,0.0
Byeshk Trident,ExploringEberron24,common,M|XPHB,405.0,405.0,1.0,576.02954,405.0,405.0,near_agreement_official_heavy,0.0
Byeshk War Pick,ExploringEberron24,common,M|XPHB,405.0,405.0,1.0,576.02954,405.0,405.0,near_agreement_official_heavy,0.0
Byeshk Warhammer,ExploringEberron24,common,M|XPHB,415.0,415.0,1.0,576.02954,415.0,415.0,near_agreement_official_heavy,0.0
Byeshk Whip,ExploringEberron24,common,M|XPHB,402.0,402.0,1.0,576.02954,402.0,402.0,near_agreement_official_heavy,0.0
Byeshk Wrath Axe,ExploringEberron24,common,M|XPHB,1150.0,1150.0,1.0,576.02954,1150.0,1150.0,near_agreement_official_heavy,0.0
Byeshk Wrath Maul,ExploringEberron24,common,M|XPHB,1150.0,1150.0,1.0,576.02954,1150.0,1150.0,near_agreement_official_heavy,0.0
Calligrapher's Supplies,XPHB,mundane,AT|XPHB,10.0,10.0,1.0,40.813686,10.0,10.0,near_agreement_official_heavy,0.0
Caltrops,XPHB,mundane,G|XPHB,1.0,1.0,1.0,40.813686,1.0,1.0,near_agreement_official_heavy,0.0
Camel,XPHB,mundane,MNT|XPHB,50.0,50.0,1.0,40.813686,50.0,50.0,near_agreement_official_heavy,0.0
Candle,XPHB,mundane,G|XPHB,0.01,0.01,1.0,40.813686,0.01,0.01,near_agreement_official_heavy,0.0
Candlemaker's Club,ObojimaTallGrass,mundane,M,0.7,0.7,1.0,53.791744,0.7,0.7,near_agreement_official_heavy,0.0
Cannonball,ValdaGunslinger,mundane,A|XPHB,5.0,5.0,1.0,13.492198,5.0,5.0,near_agreement_official_heavy,0.0
Canoe,ToA,mundane,SHP,50.0,50.0,1.0,40.813686,50.0,50.0,near_agreement_official_heavy,0.0
Canvas (1 sq. yd.),XDMG,mundane,TG|XDMG,0.1,0.1,1.0,40.813686,0.1,0.1,exact_commodity_official_price,0.0
Caravel,CallfromtheDeep,mundane,SHP,15000.0,15000.0,1.0,40.813686,15000.0,15000.0,near_agreement_official_heavy,0.0
Carnelian,XDMG,mundane,$G|XDMG,50.0,50.0,1.0,40.813686,50.0,50.0,exact_commodity_official_price,0.0
Carpenter's Tools,XPHB,mundane,AT|XPHB,8.0,8.0,1.0,40.813686,8.0,8.0,near_agreement_official_heavy,0.0
Carriage,XPHB,mundane,VEH|XPHB,100.0,100.0,1.0,40.813686,100.0,100.0,near_agreement_official_heavy,0.0
Carrion Crawler Mucus,XDMG,mundane,G|XPHB,200.0,200.0,1.0,40.813686,200.0,200.0,near_agreement_official_heavy,0.0
Cart,XPHB,mundane,VEH|XPHB,15.0,15.0,1.0,40.813686,15.0,15.0,near_agreement_official_heavy,0.0
Cartographer's Tools,XPHB,mundane,AT|XPHB,15.0,15.0,1.0,40.813686,15.0,15.0,near_agreement_official_heavy,0.0
Carved bone statuette,XDMG,mundane,$A|XDMG,25.0,25.0,1.0,40.813686,25.0,25.0,exact_commodity_official_price,0.0
Carved ivory statuette,XDMG,mundane,$A|XDMG,250.0,250.0,1.0,40.813686,250.0,250.0,exact_commodity_official_price,0.0
Carved wooden harp with ivory inlay and zircon gems,XDMG,mundane,$A|XDMG,750.0,750.0,1.0,40.813686,750.0,750.0,exact_commodity_official_price,0.0
Catchpole,GrimHollowPG24,mundane,M|XPHB,500.0,500.0,1.0,53.791744,500.0,500.0,near_agreement_official_heavy,0.0
Cavalry Flail,GrimHollowPG24,mundane,M|XPHB,500.0,500.0,1.0,53.791744,500.0,500.0,near_agreement_official_heavy,0.0
Cavalry Hammer,GrimHollowPG24,mundane,M|XPHB,500.0,500.0,1.0,53.791744,500.0,500.0,near_agreement_official_heavy,0.0
Cavalry Pick,GrimHollowPG24,mundane,M|XPHB,500.0,500.0,1.0,53.791744,500.0,500.0,near_agreement_official_heavy,0.0
Ceremonial gold armor with black pearls,XDMG,mundane,$A|XDMG,7500.0,7500.0,1.0,40.813686,7500.0,7500.0,exact_commodity_official_price,0.0
Chain,XPHB,mundane,G|XPHB,5.0,5.0,1.0,40.813686,5.0,5.0,near_agreement_official_heavy,0.0
Chain Mail,XPHB,mundane,HA|XPHB,75.0,75.0,1.0,75.06598,75.0,75.0,near_agreement_official_heavy,0.0
Chain Mail Barding,PHB,mundane,TAH,300.0,300.0,1.0,40.813686,300.0,300.0,near_agreement_official_heavy,0.0
Chain Shirt,XPHB,mundane,MA|XPHB,50.0,50.0,1.0,55.94917,50.0,50.0,near_agreement_official_heavy,0.0
Chain Shirt Barding,PHB,mundane,TAH,200.0,200.0,1.0,40.813686,200.0,200.0,near_agreement_official_heavy,0.0
Chakram,GrimHollowPG24,mundane,M|XPHB,500.0,500.0,1.0,53.791744,500.0,500.0,near_agreement_official_heavy,0.0
Chalcedony,XDMG,mundane,$G|XDMG,50.0,50.0,1.0,40.813686,50.0,50.0,exact_commodity_official_price,0.0
Chalk (1 piece),PHB,mundane,G,0.01,0.01,1.0,40.813686,0.01,0.01,near_agreement_official_heavy,0.0
Chariot,XPHB,mundane,VEH|XPHB,250.0,250.0,1.0,40.813686,250.0,250.0,near_agreement_official_heavy,0.0
Chest,XPHB,mundane,G|XPHB,5.0,5.0,1.0,40.813686,5.0,5.0,near_agreement_official_heavy,0.0
Chicken,XDMG,mundane,TG|XDMG,0.02,0.02,1.0,40.813686,0.02,0.02,exact_commodity_official_price,0.0
Chip,MonstersOfDrakkenheim,mundane,Dele|MonstersOfDrakkenheim,10.0,10.0,1.0,40.813686,10.0,10.0,near_agreement_official_heavy,0.0
Chrysoberyl,XDMG,mundane,$G|XDMG,100.0,100.0,1.0,40.813686,100.0,100.0,exact_commodity_official_price,0.0
Chrysoprase,XDMG,mundane,$G|XDMG,50.0,50.0,1.0,40.813686,50.0,50.0,exact_commodity_official_price,0.0
Chunk of Meat,PHB,mundane,FD,0.3,0.3,1.0,40.813686,0.3,0.3,near_agreement_official_heavy,0.0
Cinnamon,XDMG,mundane,TG|XDMG,2.0,2.0,1.0,40.813686,2.0,2.0,exact_commodity_official_price,0.0
Citrine,XDMG,mundane,$G|XDMG,50.0,50.0,1.0,40.813686,50.0,50.0,exact_commodity_official_price,0.0
Cittern,FRHoF,mundane,INS|XPHB,65.0,65.0,1.0,82.13688,65.0,65.0,near_agreement_official_heavy,0.0
Claymore,GrimHollowPG24,mundane,M|XPHB,500.0,500.0,1.0,53.791744,500.0,500.0,near_agreement_official_heavy,0.0
Climber's Kit,XPHB,mundane,G|XPHB,25.0,25.0,1.0,40.813686,25.0,25.0,near_agreement_official_heavy,0.0
Cloth-of-gold vestments,XDMG,mundane,$A|XDMG,25.0,25.0,1.0,40.813686,25.0,25.0,exact_commodity_official_price,0.0
"Clothing, cold weather",IDRotF,mundane,G,10.0,10.0,1.0,40.813686,10.0,10.0,near_agreement_official_heavy,0.0
Cloves,XDMG,mundane,TG|XDMG,3.0,3.0,1.0,40.813686,3.0,3.0,exact_commodity_official_price,0.0
Coaster,CallfromtheDeep,mundane,SHP,15000.0,15000.0,1.0,40.813686,15000.0,15000.0,near_agreement_official_heavy,0.0
Cobbler's Tools,XPHB,mundane,AT|XPHB,5.0,5.0,1.0,40.813686,5.0,5.0,near_agreement_official_heavy,0.0
Cog,CallfromtheDeep,mundane,SHP,10000.0,10000.0,1.0,40.813686,10000.0,10000.0,near_agreement_official_heavy,0.0
Common Clothes,PHB,mundane,G,0.5,0.5,1.0,40.813686,0.5,0.5,near_agreement_official_heavy,0.0
Component Pouch,XPHB,mundane,G|XPHB,25.0,25.0,1.0,40.813686,25.0,25.0,near_agreement_official_heavy,0.0
Composite Longbow,GrimHollowPG24,mundane,R|XPHB,750.0,750.0,1.0,40.813686,750.0,750.0,near_agreement_official_heavy,0.0
Composite Shortbow,GrimHollowPG24,mundane,R|XPHB,400.0,400.0,1.0,40.813686,400.0,400.0,near_agreement_official_heavy,0.0
Concealed Blade,GrimHollowPG24,mundane,AdvEq,50.0,50.0,1.0,40.813686,50.0,50.0,near_agreement_official_heavy,0.0
Cook's Utensils,XPHB,mundane,AT|XPHB,1.0,1.0,1.0,40.813686,1.0,1.0,near_agreement_official_heavy,0.0
Copper,XDMG,mundane,TG|XDMG,0.5,0.5,1.0,40.813686,0.5,0.5,exact_commodity_official_price,0.0
Copper (cp),PHB,mundane,$C,0.01,0.01,1.0,40.813686,0.01,0.01,exact_commodity_official_price,0.0
Copper Alms-Coin,GGR,mundane,$C,0.01,0.01,1.0,40.813686,0.01,0.01,exact_commodity_official_price,0.0
Copper Zib,GGR,mundane,$C,0.01,0.01,1.0,40.813686,0.01,0.01,exact_commodity_official_price,0.0
Copper chalice with silver filigree,XDMG,mundane,$A|XDMG,25.0,25.0,1.0,40.813686,25.0,25.0,exact_commodity_official_price,0.0
Coracle,CallfromtheDeep,mundane,SHP,20.0,20.0,1.0,40.813686,20.0,20.0,near_agreement_official_heavy,0.0
Coral,XDMG,mundane,$G|XDMG,100.0,100.0,1.0,40.813686,100.0,100.0,exact_commodity_official_price,0.0
Costume,XPHB,mundane,G|XPHB,5.0,5.0,1.0,40.813686,5.0,5.0,near_agreement_official_heavy,0.0
Cotton Cloth (1 sq. yd.),XDMG,mundane,TG|XDMG,0.5,0.5,1.0,40.813686,0.5,0.5,exact_commodity_official_price,0.0
Covered Wagon,FRHoF,mundane,VEH|XPHB,250.0,250.0,1.0,40.813686,250.0,250.0,near_agreement_official_heavy,0.0
Cow,XDMG,mundane,TG|XDMG,10.0,10.0,1.0,40.813686,10.0,10.0,exact_commodity_official_price,0.0
Crampons,IDRotF,mundane,G,2.0,2.0,1.0,40.813686,2.0,2.0,near_agreement_official_heavy,0.0
Crossbow Bolt Case,XPHB,mundane,G|XPHB,1.0,1.0,1.0,40.813686,1.0,1.0,near_agreement_official_heavy,0.0
Crowbar,XPHB,mundane,G|XPHB,2.0,2.0,1.0,40.813686,2.0,2.0,near_agreement_official_heavy,0.0
Crystal,MonstersOfDrakkenheim,mundane,Dele|MonstersOfDrakkenheim,1000.0,1000.0,1.0,40.813686,1000.0,1000.0,near_agreement_official_heavy,0.0
Crystal,XPHB,mundane,SCF|XPHB,10.0,10.0,1.0,50.086014,10.0,10.0,near_agreement_official_heavy,0.0
Dagger,XPHB,mundane,M|XPHB,2.0,2.0,1.0,53.791744,2.0,2.0,near_agreement_official_heavy,0.0
Dandelion Spear,ObojimaTallGrass,mundane,M,5.0,5.0,1.0,53.791744,5.0,5.0,near_agreement_official_heavy,0.0
Deathdance,FRAiF,mundane,G|XPHB,200.0,200.0,1.0,40.813686,200.0,200.0,near_agreement_official_heavy,0.0
Desert Clothing,FRHoF,mundane,G|XPHB,10.0,10.0,1.0,40.813686,10.0,10.0,near_agreement_official_heavy,0.0
Designer Clothes,HumblewoodTales,mundane,G|XPHB,30.0,30.0,1.0,40.813686,30.0,30.0,near_agreement_official_heavy,0.0
"Detailed, life-sized dragonborn skull cast in electrum",XDMG,mundane,$A|XDMG,750.0,750.0,1.0,40.813686,750.0,750.0,exact_commodity_official_price,0.0
Devil Mask,FRHoF,mundane,G|XPHB,25.0,25.0,1.0,40.813686,25.0,25.0,near_agreement_official_heavy,0.0
Diamond,XDMG,mundane,$G|XDMG,5000.0,5000.0,1.0,40.813686,5000.0,5000.0,exact_commodity_official_price,0.0
Diplomat's Pack,XPHB,mundane,G|XPHB,39.0,39.0,1.0,40.813686,39.0,39.0,near_agreement_official_heavy,0.0
Disguise Kit,XPHB,mundane,T|XPHB,25.0,25.0,1.0,40.813686,25.0,25.0,near_agreement_official_heavy,0.0
Divers Armor,ObojimaTallGrass,mundane,HA,2000.0,2000.0,1.0,75.06598,2000.0,2000.0,near_agreement_official_heavy,0.0
Dogsled,IDRotF,mundane,VEH,20.0,20.0,1.0,40.813686,20.0,20.0,near_agreement_official_heavy,0.0
Donkey,PHB,mundane,MNT,8.0,8.0,1.0,40.813686,8.0,8.0,near_agreement_official_heavy,0.0
Double Blade,GrimHollowPG24,mundane,M|XPHB,500.0,500.0,1.0,53.791744,500.0,500.0,near_agreement_official_heavy,0.0
Double Spear,GrimHollowPG24,mundane,M|XPHB,500.0,500.0,1.0,53.791744,500.0,500.0,near_agreement_official_heavy,0.0
Double-Bladed Scimitar,ERLW,mundane,M,100.0,100.0,1.0,53.791744,100.0,100.0,near_agreement_official_heavy,0.0
Draft Horse,XPHB,mundane,MNT|XPHB,50.0,50.0,1.0,40.813686,50.0,50.0,near_agreement_official_heavy,0.0
Dragon,WDH,mundane,$C,1.0,1.0,1.0,40.813686,1.0,1.0,exact_commodity_official_price,0.0
Dragon Pistol,GrimHollowPG24,mundane,R|XPHB,350.0,350.0,1.0,40.813686,350.0,350.0,near_agreement_official_heavy,0.0
Dragon Rifle,GrimHollowPG24,mundane,R|XPHB,750.0,750.0,1.0,40.813686,750.0,750.0,near_agreement_official_heavy,0.0
Dragon Shot,GrimHollowPG24,mundane,A|XPHB,0.25,0.25,1.0,13.492198,0.25,0.25,near_agreement_official_heavy,0.0
Dragonchess Set,XPHB,mundane,GS|XPHB,1.0,1.0,1.0,40.813686,1.0,1.0,near_agreement_official_heavy,0.0
Drive Shaft,ObojimaTallGrass,mundane,M,100.0,100.0,1.0,53.791744,100.0,100.0,near_agreement_official_heavy,0.0
Dulcimer,XPHB,mundane,INS|XPHB,25.0,25.0,1.0,82.13688,25.0,25.0,near_agreement_official_heavy,0.0
Dustbloom Spices,HumblewoodTales,mundane,TG,5.0,5.0,1.0,40.813686,5.0,5.0,exact_commodity_official_price,0.0
Dynamite,TalDoreiCampaignSettingReborn,mundane,EXP|DMG,100.0,100.0,1.0,40.813686,100.0,100.0,near_agreement_official_heavy,0.0
Elderberry Everwine,HumblewoodTales,mundane,LTG|HumblewoodTales,25.0,25.0,1.0,40.813686,25.0,25.0,near_agreement_official_heavy,0.0
Electrum (ep),PHB,mundane,$C,0.5,0.5,1.0,40.813686,0.5,0.5,exact_commodity_official_price,0.0
Electrum 50-Zib Coin,GGR,mundane,$C,0.5,0.5,1.0,40.813686,0.5,0.5,exact_commodity_official_price,0.0
Elephant,XPHB,mundane,MNT|XPHB,200.0,200.0,1.0,40.813686,200.0,200.0,near_agreement_official_heavy,0.0
Elite Rapier,GrimHollowPG24,mundane,M|XPHB,500.0,500.0,1.0,53.791744,500.0,500.0,near_agreement_official_heavy,0.0
Emblem,XPHB,mundane,SCF|XPHB,5.0,5.0,1.0,50.086014,5.0,5.0,near_agreement_official_heavy,0.0
Embroidered glove set with jewel chips,XDMG,mundane,$A|XDMG,2500.0,2500.0,1.0,40.813686,2500.0,2500.0,exact_commodity_official_price,0.0
Embroidered silk and velvet mantle set with numerous moonstones,XDMG,mundane,$A|XDMG,2500.0,2500.0,1.0,40.813686,2500.0,2500.0,exact_commodity_official_price,0.0
Embroidered silk handkerchief,XDMG,mundane,$A|XDMG,25.0,25.0,1.0,40.813686,25.0,25.0,exact_commodity_official_price,0.0
Emerald,XDMG,mundane,$G|XDMG,1000.0,1000.0,1.0,40.813686,1000.0,1000.0,exact_commodity_official_price,0.0
Entertainer's Pack,XPHB,mundane,G|XPHB,40.0,40.0,1.0,40.813686,40.0,40.0,near_agreement_official_heavy,0.0
Essence of Ether,XDMG,mundane,G|XPHB,300.0,300.0,1.0,40.813686,300.0,300.0,near_agreement_official_heavy,0.0
Exotic Saddle,XPHB,mundane,TAH|XPHB,60.0,60.0,1.0,40.813686,60.0,60.0,near_agreement_official_heavy,0.0
Explorer's Pack,XPHB,mundane,G|XPHB,10.0,10.0,1.0,40.813686,10.0,10.0,near_agreement_official_heavy,0.0
